,description,id,rating,title,category
35467,Fun game that makes my brain hurt! This is one of the only games that seriously induces AP for us. ,WyCNVFqDN2,4,Fun game t...,deduction
35468,"fun game, but requiring an app is a hard sell to get others to play, and setup time can be lengthly.",WyCNVFqDN2,4,"fun game, ...",deduction
35494,"FULLY SLEEVED

96 x Swan PanAsia Mini Euro: Standard (SWN-006, 160/pack) - (45 x 70mm)",WyCNVFqDN2,4,FULLY SLEE...,deduction
35495,"7.1 after first play. Felt different from anything else we have.


7.4. After 3 plays.  There are two games here, one is the deduction race to determine what components make up each ingredient (or sudoku on steroids as one friend commented).  The other is the worker placement aspect, which has a touch of fresco about it.  The random draw of the 8 ingredients can reduce the options you wanted to take.  
Artifacts can provide an element of interaction.

why this is in my collection
A competitive deduction game.",WyCNVFqDN2,3,7.1 after ...,deduction
35503,"Love alchemists.  Very fun, thinky game.  Your head will hurt after. Takes awhile to explain, but I'm getting better at it.  The wife really likes the discovery aspect of the game, but ignores the actual VP portion, but still enjoys playing.

Takes awhile to play as the player count goes up.

App is great!",WyCNVFqDN2,5,Love alche...,deduction
35506,"2-4, 120m",WyCNVFqDN2,4,"2-4, 120m",deduction
35512,Hard to get to the table due to requiring a phone app,WyCNVFqDN2,3,Hard to ge...,deduction
35515,"One of the most puzzle-y games I've ever played. I love the deduction, guessing, and sometimes bluffing, that occurs with publishing aspect of the game, but the game as a whole feels rather rigid. Actions are incredibly limited, and money is tight, forcing you to make decisions with limited information. Granted, that is the point of the game, but I wish ingredients and money were distributed more liberally. For a fun solo experience, open the app and play through the chemical/ingredient puzzle; it is very fun even on its own.",WyCNVFqDN2,3,One of the...,deduction
35519,"This game is so much fun. However it can burn your brain out at certain points with how much there is to pay attention to. Also if you mess up recording a potion result at some point you will go insane trying to fix everything.

The app I think works really well. It's extremely simple and easy to use and eliminates having to have a player sit out and be a game master.",WyCNVFqDN2,4,This game ...,deduction
35520,Germany,WyCNVFqDN2,4,Germany...,deduction
35521,"BGG Secret Santa gift from the wonderful and overly generous Ann (who I'm still awaiting an Geekmail from!!)

(12/16) 9. Really, really enjoyed my first play of this.  I generally enjoy deduction games and actually won in a four player game where two players had already played before and were almost certainly playing better than me but were unlucky while I fell into a nice engine that pushed me far ahead.

However, even with the victory, I definitely still don't grasp the intricacies of this game yet, and I'm very excited about that.  Looking forward to diving back in soon, though I'm slightly worried by how intimidating this might be for players not already familiar with the game.

Oh, and I LOVE the app aspect of the game.  Very useful and clever.

(10/17) Drop to 8.  A game that I love that feels especially difficult to get to the table given how up-to-your-neck deduction is involved.",WyCNVFqDN2,4,BGG Secret...,deduction
35610,"I liked this game.  We played it on the Easy Mode, and even then I still screwed up one of the clues.  It was a long day at work though so I can blame that.Not sure I'll ever be good at this game. But it will be fun to explore for a bit.",KPW86hS7fU,3,I liked th...,deduction
35619,"Excellent lightweight deduction game. Rules are simple enough for anyone to play, but combine well for a fulfilling game each time. And if too easy, it can be kicked-up a notch with the expert rules (allowing negation).",KPW86hS7fU,4,Excellent ...,deduction
35634,Location: Closet,KPW86hS7fU,4,Location: ...,deduction
35646,"Best: 4
Time: 30-50 Min
Weight: 2.18",KPW86hS7fU,4,"Best: 4
Ti...",deduction
35657,"Initial game rating 7
Easy rules - complex game play. Love it.",KPW86hS7fU,3,Initial ga...,deduction
35666,"After a dozen of plays I am still amazed by this ingenious puzzle. The face my friends make when someone puts all the clues head to head and point to the place where the cryptic creature is is priceless. One of the greatest games I played in 2018! If you like raw, logic deduction games, go for it!",KPW86hS7fU,4,After a do...,deduction
36382,great,bz92QhqAfa,4,great,deduction
36388,"What a master piece. Never felt so immersed in a game beforI - the VR when looking for clues is a touch of genius. The game is so elegant and simple and yet you can spend hours interacting with players trying to solve these really good mysteries.Much better writing and gameplay than Detective (wich is full of typos, weird English and useless story bits).",bz92QhqAfa,4,What a mas...,deduction
36390,"Rating based on 1st play, which was very good. Anxious to play this some more and even bought VR goggles to this purpose!",bz92QhqAfa,4,Rating bas...,deduction
36394,I dont usually like games that incorporate phone apps but this one is the exception. So freaking cool! A must see experience!,bz92QhqAfa,3,I dont usu...,deduction
36399,"A fantastically neat gimmick and one that's definitely initially appealing. I'm not sure how much I'll enjoy Chronicles of Crime in the long run but I'm not writing it off just yet. It feels like a phone game, because it is. The novelty of scanning the cards is fun now but I'm already getting tired of it. I'm wondering why the whole thing can't just be on the phone.",bz92QhqAfa,3,A fantasti...,deduction
36431,"KS with extra scenarios and VR glasses.  
Currently my favorite solo play.  Love the gameplay and such an improvement from Sherlock Holmes.",bz92QhqAfa,4,KS with ex...,deduction
36434,A lot of fun to play. We just do everything together while moving things around or taking notes. We don't divide up the helpers or decide who is the first player. ,bz92QhqAfa,4,A lot of f...,deduction
36445,"I really like this game because it crosses the border between board games and apps. But this also has a downside. There is still a lot work to be done on improving the scenarios because we tend to get stuck because of bugs. I'm also not fond of paying €5,- per new scenario. Maybe crowdsourcing scenarios would be an option in the future because with the concept and components of this game the possibilities are endless.",bz92QhqAfa,3,I really l...,deduction
36447,"As a retired forensic specialist, I can say that this game is the closest thing people can get to actually being on the job.",bz92QhqAfa,4,As a retir...,deduction
36798,"Weight: 2.18 / 5Water damage on box (surprisingly all intact, but doesnt fit flat)Pieces and cards are in like new condition.",esVg9eV5Ue,3,Weight: 2....,territory
36807,"Perfectly pleasant, but the inability to creatively disrupt your opponents' plans rankles me. What is with so many drafting games feeling lazy? Drafting can lead to wonderful player interaction instead of merely being a lazy way for resources to enter the system. Also, the Garfield-ian ""score 10 VPs if you're in second place"" card is nonsense.",esVg9eV5Ue,3,Perfectly ...,territory
36810,"Expansions:
- In the Sky

Draft cards that either give you ways to put bunnies on the map (or increase the scoring potential of existing/future bunnies) or hidden victory points at the very end of the game.

What's stopping this from being higher is the fact that the scoring takes a really long time (especially after the last round). It's a shame because the game is very fun and fast moving otherwise.",esVg9eV5Ue,4,Expansions...,territory
36811,"2-4p
Sleeves",esVg9eV5Ue,4,"2-4p
Sleev...",territory
36812,Another light but excellent game. Very quick once you learn it. But satisfying. Plus the bunny hordes are quite fun to watch as they multiply.,esVg9eV5Ue,3,Another li...,territory
36817,JV,esVg9eV5Ue,4,JV,territory
36818,Cute.  Some strategy hiding under the surface here.,esVg9eV5Ue,3,Cute.  Som...,territory
36824,Need to play again and give this another chance.  Really helps to see the cards once.,esVg9eV5Ue,3,Need to pl...,territory
36834,"2p game is ruthless. 3 and 4 are interactive but not to the same extent. The grid management is the most interesting portion, but you're forced to take a significant number of parchments in order to leap up the scoreboard at the end and you may or may not see them early enough to form any kind of long term strategy. That isn't a problem if you like tactical games though, and I do. What I don't like is when the game only gives opportunities to some players by chance, which happens sometimes.",esVg9eV5Ue,2,2p game is...,territory
37045,Not a slick as King but still an amazing game. 7x7 at four players with King was amazing!,5ygNA78TL1,4,Not a slic...,territory
